time,open,high,low,close,Volume
2024-01-08,397.99,405.24,397.8399,404.95,42473796
2024-01-09,401.91,406.69,401.71,405.75,39132860
2024-01-10,406.07,409.515,405.17,408.5,33962774
2024-01-11,409.79,411.2004,404.242,409.35,54536198
2024-01-12,410.4,411.25,408.15,409.56,39594952
2024-01-16,408.31,411.12,406.83,409.52,43903027
2024-01-17,406.17,407.585,402.92,407.21,54385974
2024-01-18,410.52,413.575,409.1601,412.99,59562505
2024-01-19,415.22,421.34,414.625,421.18,70325123
2024-01-22,423.41,424.7275,421.12,421.73,44880639
2024-01-23,422.43,423.7,420.57,423.48,33003806
2024-01-24,427.44,429.85,425.33,425.83,46948016
2024-01-25,428.36,429.04,423.98,426.35,44367205
2024-01-26,424.44,426.21,423.15,423.81,37137028
2024-01-29,424.27,428.35,423.61,428.15,38694724
2024-01-30,427.1,427.68,424.38,425.3,36738956
2024-01-31,420.85,422.8699,416.79,416.97,64010649
2024-02-01,418.79,422.375,417.81,421.88,51008622
2024-02-02,423.8,430.24,422.79,429.01,59602435
2024-02-05,429.07,429.61,425,428.45,39889209
2024-02-06,429.61,430.22,425.22,427.59,35846134
2024-02-07,430.41,432.83,429.09,431.99,37712661
2024-02-08,432.11,433.56,431.42,432.79,29889892
2024-02-09,433.94,437.845,433.1401,437.05,36943905
2024-02-12,436.94,439.14,434.65,435.34,33203305
2024-02-13,427.28,431.27,425.3305,428.55,64491669
2024-02-14,431.26,433.65,428.8799,433.22,45092722
2024-02-15,433.92,434.98,431.33,434.51,38796137
2024-02-16,434.89,434.99,429.85,430.57,53716475
2024-02-20,428.55,430.08,423.5,427.32,53999452
2024-02-21,424.55,425.7,421.63,425.61,50179697
2024-02-22,434.49,439.12,433.71,438.07,53887751
2024-02-23,439.65,440.59,435.79,436.78,39853861
2024-02-26,437.6,438.6,436.355,436.55,33043238
2024-02-27,437.67,437.99,435.025,437.6,33713220
2024-02-28,435.43,436.67,434.3,435.27,32938821
2024-02-29,438.23,440.09,435.02,439,42495152
2024-03-01,439.9,446.58,439.84,445.61,43853029
2024-03-04,445.61,446.04,443.77,444.02,34325687
2024-03-05,440.94,440.95,433.65,436.05,57917135
2024-03-06,440.32,441.99,436.89,438.79,46234460
2024-03-07,442.42,446.72,440.86,445.45,44526666
2024-03-08,445.81,448.64,438.34,439.02,72095957
2024-03-11,437.51,438.66,435.44,437.39,45859992
2024-03-12,439.73,444.02,436.46,443.66,55300909
2024-03-13,442.65,442.67,439.12,440.25,37928691
2024-03-14,441.5,442.03,436.39,439.14,52195208
2024-03-15,436.07,438.8733,432.7417,433.92,73069824
2024-03-18,438.73,441.04,437.24,437.48,47323802
2024-03-19,435.45,438.98,433.33,438.57,43004105
2024-03-20,439.78,444.11,438.06,443.77,43653490
2024-03-21,448.88,449.34,445.67,445.87,39345652
2024-03-22,445.35,447.49,444.49,446.38,28253899
2024-03-25,443.55,446.26,442.54,444.76,27789154
2024-03-26,446.3,447.225,443.09,443.32,34142043
2024-03-27,446.44,446.54,441.93,444.83,41359240
2024-03-28,444.78,445.64,443.65,444.01,36839641
2024-04-01,444.97,447.53,443.02,444.95,38728951
2024-04-02,440.08,441.43,438.03,441.11,44259665
2024-04-03,438.96,444,438.95,442.1,39949750
2024-04-04,446.33,446.95,435.11,435.34,57267660
2024-04-05,436.78,443.17,435.96,440.47,54744634
2024-04-08,441.41,442.5,439.2,440.6,28144944
2024-04-09,442.96,443.24,437.44,442.23,39521568
2024-04-10,437,439.24,436.28,438.37,61502191
2024-04-11,440.26,446.33,437.96,445.37,45474550
2024-04-12,441.1,442.24,436.88,438.27,53664995
2024-04-15,442.06,442.15,430.21,431.06,63453622
2024-04-16,430.9,433.76,429.7,431.1,47618961
2024-04-17,433.1,433.12,424.9,425.84,56880536
2024-04-18,426.49,428.24,422.83,423.41,46549363
2024-04-19,422.22,422.75,413.07,414.65,75230990
2024-04-22,417.31,421.18,413.94,418.82,47807663
2024-04-23,420.77,426.28,418.8715,425.07,44384741
2024-04-24,428.2,429.73,424.2,426.51,48405226
2024-04-25,419.24,425.32,418.14,424.45,57360968
2024-04-26,427.62,432.55,426.92,431,41859388
